ID,name,ccaa,province,start,midpoint,trailrank,distance,gradient,min_alt,max_alt,municipality,mountain_passes_ids,municipalities_ids
9479,Viveiro-O carmen-Xan blanco-Bravos-Viveiro,,,"[-7.598449,43.656152]","[-7.676208,43.503326]",20,54,1317,0,705,,[584],
2953,El Pielago y MIjares,,,"[-4.750262,40.231151]","[-4.841434,40.276721]",40,105,2169,436,1574,,"[114, 134, 585]",
1158,ATA OU SIN NACIONAL DENDE CORTEGADA REV,,,"[-8.13914,42.296686]","[-7.911366,42.351403]",30,92,1959,22,456,,[587],
8492,La Titanica 2015,,,"[0.152528,40.107101]","[-0.279352,40.266773]",42,187,3348,0,1080,,"[588, 631, 798, 959]",
3253,Galdakao - Sollube.,,,"[-2.863598,43.232925]","[-2.756706,43.395445]",25,95,1538,9,670,,"[338, 589]",
9741,Salgueiradas 8. A Espenuca-As Torres,,,"[-8.052142,43.210837]","[-8.126214,43.232916]",9,67,942,167,593,,[592],
4657,MdLC Desafío A Barraca,,,"[-7.06811,43.12601]","[-7.17754,43.30983]",35,117,3145,91,1047,,"[469, 593]",
1117,Artaza - Puerto de Opakua - Parque Natural Urbasa,,,"[-2.10989,42.77131]","[-2.3135,42.7945]",58,49,1097,516,1027,,"[596, 776]",
1472,Benimamet-Montserrat-Turis-Yatova-LaPortera-Utiel-ErmitaRemedio-Chera-Casinos-Benimamet,,,"[-0.427485,39.499278]","[-1.146954,39.633866]",54,240,3023,23,1225,,[597],
8411,"2019-06-29 Cellers, Àger, Observatorio, puerto d'Àger, Àger, embalse Terradets, Llimiana, Tremp, Cellers [MONTSEC]",,,"[0.882896,42.06905]","[0.888846,42.040904]",50,98,1878,347,953,,[598],
3543,GUADASSUAR - OLIVA - GUADASSUAR,,,"[-0.475665,39.19247]","[-0.138414,38.913447]",31,117,1129,0,379,,"[599, 1066]",
2488,Cortes de Pallás - Jarafuel,,,"[-0.945329,39.226789]","[-0.92111,39.181689]",27,43,890,398,987,,"[600, 734]",
650,Alicante. Jijona-Tibi-Ibi-Banyeres-Biar-Castalla-Tibi-Jijona. 8-DIC-16,,,"[-0.506406,38.53626]","[-0.76964,38.634758]",78,106,1721,259,955,,[601],
9696,Frontón,,,"[-7.674914,42.431921]","[-7.720594,42.453307]",15,25,940,149,663,,[602],
1741,Béjar-Sotoserrano-La Gunilla-La Garganta-Béjar 11/03/2017 9:39:18,,,"[-5.751941,40.388916]","[-5.949155,40.3261]",38,82,1354,421,1311,,[603],
3895,la alberca-miranda-peña francia,,,"[-6.11092,40.490843]","[-6.064382,40.523566]",46,70,1644,536,1727,,"[166, 605, 733, 855]",
6933,Sestao-Las Arenas-Mungia-Lezama-El Vivero-Bilbao-Sestao,,,"[-3.007872,43.309246]","[-2.88835,43.292439]",44,67,699,0,412,,[606],
8997,Salida desde Iurreta para la Brevet La Loroño,,,"[-2.643652,43.177391]","[-2.497306,43.26718]",31,177,3604,0,701,,"[281, 353, 379, 382, 609, 712]",
403,[94 km / 1664 mt +] Sta Olalla del Cala Monasterio de Tentudía Cabeza La Vaca (2017-07-22),,,"[-6.230076,37.908054]","[-6.356207,38.0457]",50,94,1535,475,1098,,"[614, 628]",
761,Alsasua-San Miguel-Lekunberri-Etxauri-Lezáun-Lizarraga-Etxarri-Alsasua,,,"[-2.163117,42.891573]","[-1.779919,42.813723]",41,137,2143,335,1126,,"[286, 615, 1054]",
2722,"Donostia-Igeldo-Orio-Aia-Andazarrate (Neska, Dona, Mujer, Women)",,,"[-2.011082,43.308186]","[-2.151589,43.232037]",40,68,948,2,434,,"[303, 616, 812, 911]",
8351,Circlular al Col D'Hauzay desde Pamplona (Clasica Linduts),,,"[-1.607906,42.815084]","[-1.371584,43.058672]",71,109,2041,407,1195,,[617],
8421,Circular Barakaldo-orconera- gallarta por bidegorri.,,,"[-2.999549,43.291056]","[-3.070694,43.317329]",49,22,1077,8,244,,[619],
4354,Linares/vuelta a Magina / Linares,,,"[-3.648628,38.091391]","[-3.4833,37.786295]",33,113,1317,258,1164,,[625],
1816,Callosa - Guadalest - Tollos - Vall de Ebo - Coll de Rates,,,"[-0.120295,38.651115]","[-0.262206,38.793956]",65,120,2918,74,952,,"[307, 337, 626, 643, 1053]",
419,[99 km / 1776 mt +] Sta Olalla Del Cala Monesterio Monasterio de Tentudía Arroyomolinos de León Cala (2016-09-14),,,"[-6.223216,37.906788]","[-6.366708,38.048643]",49,99,1540,476,1108,,"[614, 628]",
8889,Burela-Ferreira-Fazouro-Burela,,,"[-7.362113,43.6653]","[-7.33981,43.577675]",33,43,1206,61,492,,[630],
527,Alcora-Lucena-Villahermosa-Puertomingalvo-Vistabella-Adzaneta-Alcora,,,"[-0.207876,40.079223]","[-0.406594,40.296472]",45,124,2801,217,1404,,"[112, 631, 773]",
1898,Candeleda-Plataforma Nogal del Barranco-El Hornillo-Arenas de San Pedro-La Parra-Ramacastañas-Candeleda,,,"[-5.238142,40.156247]","[-5.094742,40.241943]",33,73,1289,326,1097,,"[165, 633]",
7196,Subida al refugio de Lizara,,,"[-0.544257,42.566855]","[-0.631673,42.749526]",60,90,1922,815,1519,,[634],
2117,Cazorla-Tranco-Cazorla,,,"[-3.006636,37.915125]","[-2.786087,38.157603]",42,128,1612,384,1224,,[636],
8665,Barruelo-TresMares-Reinosa-Aguilar-Barruelo,,,"[-4.303383,42.934615]","[-4.198409,43.014747]",37,112,1524,910,2065,,[637],
3311,Gasteiz-Landa-Arlaban-Arrasate-Udala-Aramaio-Krutzeta-Legutio-Durana-Gasteiz,,,"[-2.660573,42.849487]","[-2.516502,43.076733]",41,81,966,263,740,,"[279, 373, 638, 686, 883]",
4218,las corralizas- tragacete-peralejos-checa-las corralizas,,,"[-1.595632,40.499968]","[-1.967027,40.541303]",20,142,2326,1151,1780,,[639],
8189,Xalo xogo bonito,,,"[-8.408076,43.363497]","[-8.390993,43.231376]",30,63,1503,0,509,,[640],
7065,Sobrarbe y Alto Gállego. Escalona-Sabiñánigo por Fanlo. 24-JUL-18.,,,"[0.143761,42.498983]","[-0.122778,42.60446]",57,83,2169,604,1399,,"[221, 642]",
629,Alicante - Carrasqueta - Benifallim - Confrides - Guadalest - Altea - Benidorm - Alicante,,,"[-0.484123,38.346083]","[-0.214596,38.676343]",60,171,3122,14,1025,,"[626, 643, 644]",
5002,Mutxamel- Busot- Xixona- Torremanzanas- PORT DE RENTONAR- Benifallim- Penáguila- ALTO DEL TORMO- Relleu- Aigües,,,"[-0.471899,38.445531]","[-0.358131,38.675365]",57,113,2264,93,1003,,"[644, 802, 956]",
4995,Mutriku-Artzain Erreka-Arnoate-Lekonde-Kalbaixo-Mutriku,,,"[-2.388323,43.305255]","[-2.424851,43.265135]",22,21,880,38,555,,"[645, 1003]",
2968,"El Prat, Begues, Radar meteorologic de Vallirana, El Prat",,,"[2.099888,41.327834]","[1.874801,41.364166]",34,75,1072,0,586,,[648],
8379,Malaga-Conchi-Cauche-Colmenar-Reina-Malaga,,,"[-4.479326,36.720642]","[-4.482673,36.942338]",57,99,2616,17,956,,"[86, 649]",
9725,Lalín-Alto do Faro,,,"[-8.110777,42.661411]","[-7.872918,42.660993]",13,54,1363,538,888,,[650],
9114,Cazorla,,,"[-3.00191,37.918653]","[-2.975648,37.83867]",29,44,1596,787,1578,,[651],
3907,La arboleda - Peñas negras - Pico de la cruz,,,"[-3.001773,43.295325]","[-3.092922,43.279722]",17,39,923,4,740,,"[180, 181, 207, 270, 619, 653]",
757,Alsasua-Lizarrusti-Zaldibia-Beasain-Mandubia-Gabiria-Otzaurte-Alsasua,,,"[-2.172259,42.895481]","[-2.226372,43.07502]",36,120,2311,141,663,,"[397, 615, 656, 731, 823, 873, 917, 1043]",
2450,#Comillas #Potes #FuenteDè #Piedrasluengas #puentenansa,,,"[-4.285052,43.376923]","[-4.573241,43.111127]",36,214,3523,0,1354,,"[87, 288, 657, 838, 1101]",
7766,Valle del Sol,,,"[-3.678992,42.355749]","[-3.29965,42.200929]",32,106,905,856,1482,,[658],
6966,Sierra de Aracena 118kms,,,"[-6.56853,37.897616]","[-6.649555,37.903056]",34,117,2237,351,795,,"[312, 659, 677, 976]",
1944,Cap Negre - La Cumbre de Sol 5/21/14,,,"[0.182991,38.770814]","[0.172701,38.738581]",26,29,445,0,270,,"[660, 818]",
429,A Caeira-Monte Castrove- Poio,,,"[-8.660191,42.435833]","[-8.687576,42.476649]",33,32,835,39,618,,[661],
655,Alicante. La Marina Alta. La Vall d'Alcalà y la Vall de Gallinera. Alcalà de la Jovada-Pego-Planes-Alcalà. 23-JUN-16,,,"[-0.252961,38.793733]","[-0.304907,38.838964]",62,67,1084,260,651,,[664],
6994,[Sierra de Gredos] Burgohondo - Puerto Serranillos - Pedro Bernardo - Puerto Mijares - Burgohondo,,,"[-4.787089,40.413027]","[-4.904523,40.234859]",48,97,2124,446,1567,,"[114, 665]",
8422,"Ruta 76 km 1ª Ruta por la Toscana Valenciana, salida del Reconco (Luis Belda)",,,"[-0.719056,38.629685]","[-0.668852,38.843905]",49,149,4235,328,1197,,"[146, 667, 918]",
3901,La Alberca-Riomalo-las Mestas-Portillo(Batuecas)-Peña de Francia-La Alberca.,,,"[-6.110981,40.494206]","[-6.114215,40.464446]",42,81,1891,422,1688,,"[127, 166, 605, 668]",
4926,Mora Linares Alcalá Mora,,,"[-0.752917,40.252303]","[-0.568219,40.350348]",59,85,1835,984,2017,,"[71, 669, 1115]",
5299,ourense - vilariño frio - luintra - ourense,,,"[-7.86565,42.35685]","[-7.627117,42.374883]",77,92,1663,100,952,,[670],
8604,Bilbao - Bilbao 2017,,,"[-2.939965,43.268212]","[-2.866111,43.284838]",39,113,1558,0,331,,"[338, 671]",
10057,Fondo de media montaña por Cambás - Xestoso,,,"[-7.89473,43.18217]","[-7.89746,43.35987]",29,105,2274,246,661,,"[672, 695]",
3172,Ferrol Narón Poulo O CHAO (con PROPINA) O Camiño O Feal,,,"[-8.223489,43.4912]","[-8.040878,43.498799]",42,48,560,9,361,,[673],
6992,Sierra de Gata: Villamiel y Valverde,,,"[-6.726785,40.287198]","[-6.882658,40.222746]",32,65,1156,452,1091,,"[674, 827]",
4561,Manjiron-Robledillo de la Jara-Puebla de la Sierra-Pradena del Rincon-Montejo de la Sierra-Pradena del Rincon-Manjiron,,,"[-3.584971,40.964882]","[-3.441508,40.996828]",61,76,1659,907,1639,,"[220, 675]",
4388,Logroño - Sancho Leza,,,"[-2.444042,42.458174]","[-2.57329,42.115531]",27,115,1854,377,1402,,"[268, 676]",
6971,Sierra de Aracena y Picos de Aroche 210kms,,,"[-6.445335,37.833074]","[-6.727811,37.904491]",32,210,3863,335,782,,"[312, 677, 976]",
8827,Sierra Sur pura y dura,,,"[-3.975467,37.724329]","[-3.891497,37.561553]",34,85,2046,553,1185,,[678],
7169,Subida a la ermita de Santa Lucia (Alcosseber),,,"[0.271138,40.234014]","[0.280495,40.250962]",35,36,1079,0,354,,[679],
8523,Lebaniega Jubilar Bike,,,"[-4.626264,43.154173]","[-4.364859,43.171637]",41,109,2173,108,1238,,"[681, 838]",
4030,Laguna Negra de Urbion,,,"[-2.763538,41.925877]","[-2.813903,42.014942]",39,55,1190,1051,1699,,"[204, 682]",
1519,Bergonda-Frias-Pto. Somo-Encio-Bergonda,,,"[-3.046165,42.776337]","[-3.267829,42.748127]",34,65,814,469,976,,[684],
203,20131127 Aracena Hinojales Jabugo Alajar,,,"[-6.556063,37.889565]","[-6.729858,38.022899]",45,101,1592,321,836,,"[685, 976]",
3310,Gasteiz-Etxabarri Ibiña-Berrikano-Gopegi-Etxaguen-Ubidea-Otxandio-Oleta-Ibarra-Untzilla-Aretxabaleta-Arlaban-Landa-Gasteiz,,,"[-2.660555,42.849483]","[-2.524886,43.04187]",41,96,1105,237,761,,"[373, 686, 961]",
8396,Sierra de Málaga (y un poquito de Cádiz) 157kms,,,"[-5.297084,36.812034]","[-5.014777,36.915433]",52,156,3577,399,1047,,"[688, 974]",
3988,"La Cubilla, Aralla y Pajares",,,"[-5.818465,43.106472]","[-5.884367,42.900494]",42,112,2472,433,1748,,"[51, 69, 689]",
8626,Integral Valle de Tena,,,"[-0.313335,42.735727]","[-0.249552,42.741469]",38,87,2415,1057,1787,,"[535, 692]",
10044,"Santa Locaia - Folgueira (por Castelo) - Monte Xalo (por Rúa dos Mártires, Carral) - Meirama",,,"[-8.509551,43.300516]","[-8.404336,43.19136]",26,70,2280,3,474,,"[640, 693, 846]",
2065,Castillitos,,,"[-1.265903,37.562335]","[-1.112761,37.612988]",37,79,1302,0,325,,[694],
10055,Penedo do Boi,,,"[-8.211422,43.492722]","[-7.996749,43.237046]",10,128,2122,12,623,,"[672, 695]",
4252,La Sènia - El Boixar - Castell de Cabres - Port Torre Miró - Morella - Vallibona - Rosell - La Sènia,,,"[0.286559,40.633212]","[-0.069432,40.659918]",41,111,1991,343,1261,,[696],
10065,CABEZA DEL BUEY POR CARRETERA CASI TODA,,,"[-3.392406,38.752449]","[-3.205952,38.626559]",8,79,759,599,1156,,[697],
8786,Lugo-Castroverde-Rodinso,,,"[-7.567607,43.010279]","[-7.317234,43.027772]",35,55,893,404,680,,[698],
8917,194 Km Ultimo tramo de la SR EUSKALERRIA,,,"[-2.642798,43.177892]","[-2.418933,43.320043]",32,195,4774,0,413,,"[353, 357, 699, 782, 1042, 1059]",
5998,RB-13 MALAGA-PIZARRA-ZALEA-CASARABONELA-PTO.MARTINEZ-EL BURGO-PTO.DE ABEJAS-YUNQUERA-COIN-CARTAMA-MLG,,,"[-4.421954,36.721119]","[-4.922905,36.738437]",57,140,1964,11,812,,"[700, 951]",
9089,Ruta por los montes de Antequera,,,"[-4.568084,37.022937]","[-4.574251,36.979887]",30,31,532,416,746,,[703],
5788,"Puente la Reina alto del perdon,",,,"[-1.814725,42.671431]","[-1.69734,42.731776]",26,34,748,344,1033,,"[704, 988]",
9658,Legazpi-lakiola-gorla-legazpi,,,"[-2.3389,43.059107]","[-2.369908,43.137398]",16,33,904,357,675,,[707],
9467,Vila-real - Xodos - Vila-real,,,"[-0.108416,39.948498]","[-0.259152,40.234321]",20,128,2553,53,1065,,"[588, 710]",
7597,Urkiola,,,"[-2.681978,42.867103]","[-2.56382,43.128145]",32,109,1510,114,708,,"[279, 373, 379, 712]",
8713,"Rute,Priego de Córdoba,Almedinilla,Hermita Virgen de la Cabeza (Priego de Córdoba),Carcabuey,Rute",,,"[-4.37172,37.323497]","[-4.150366,37.451365]",36,98,2304,556,954,,[713],
5760,"Pto.Lobo, Beas, Blancares, Guadix - 27-05-2014",,,"[-3.596678,37.18232]","[-3.192716,37.315234]",91,128,2132,669,1301,,"[714, 1030]",
8335,L'heroica de Taradell · Osona,,,"[2.286948,41.87122]","[2.53648,42.021362]",79,145,2999,428,1115,,[715],
2347,Collada de Carmona + puerto de Piedrasluengas (1355 m) + El Soplao por Rábago. 9/7/2018,,,"[-4.107972,43.361707]","[-4.452242,43.04759]",35,169,3081,26,1349,,"[87, 250, 288, 716]",
6244,RUTA 31 CICLISMO BIZKAIA,,,"[-2.997809,43.302738]","[-3.111844,43.074012]",29,100,1171,2,594,,[717],
4925,Moraleja-mirador- Perales del Puerto,,,"[-6.661662,40.068271]","[-6.694237,40.145107]",36,37,533,262,671,,[718],
5609,POLA DE LENA - ALTO DE LA COLLADONA - P. DE TARNA - P. DE LAS SEÑALES - P. DE SAN ISIDRO- P. DE LENA,,,"[-5.80614,43.128132]","[-5.222314,43.110023]",39,176,2507,253,1609,,[719],
10329,Camino Mello Rigada Pobeña,,,"[-3.026668,43.325725]","[-3.147893,43.32025]",8,53,1309,0,347,,[720],
7396,Torre del Bierzo al alto de La Vidulina ( VII ofrenda a la mineria ),,,"[-6.322513,42.595241]","[-6.270616,42.550607]",36,33,1162,725,1562,,[721],
8119,Vuelta al Sollube en bici,,,"[-2.811854,43.430061]","[-2.720904,43.360479]",29,49,1078,2,402,,"[214, 327, 722]",
8244,Zarautz - Errezil - Iturburu - Bidania - Tolosa - Usurbil.,,,"[-2.168132,43.279682]","[-2.164289,43.161829]",60,74,1362,51,599,,"[724, 856]",
3502,"Gran circular Gijón, Peón, Niévares, Villaviciosa, el Puntal y vuelta por carreteras costeras",,,"[-5.666315,43.540234]","[-5.489981,43.469249]",69,75,1322,0,438,,[726],
4986,"Murillo de Río Leza,Bucesta,Santa Cecilia,Murillo",,,"[-2.32624,42.397118]","[-2.353473,42.280555]",15,41,761,421,1070,,[727],
533,Alcossebre - la Serratella,,,"[0.276779,40.244003]","[0.049333,40.343022]",32,88,1480,0,832,,[728],
8695,La Yuca-M.Real-Jimena-Bedmar-Huelma-Cambil-La Cerradura-La Yuca,,,"[-3.730781,37.776708]","[-3.351007,37.750993]",37,112,1939,392,1168,,"[729, 999]",
5765,Pto.Peñanegra-Plataforma de Gredos-Pto.Peñanegra,,,"[-5.323265,40.465033]","[-5.231019,40.278983]",37,89,2118,1060,1879,,"[136, 730]",
7658,Usurbil - Zegama - Otzaurte - Altsasu - Etxarri Aranaz - Lizarrusti - Kasetas - Urkillaga - Ataun - Beasain - Usurbil.,,,"[-2.051737,43.272115]","[-2.084053,42.895793]",57,156,1266,48,728,,"[731, 873, 1043]",
3771,Irun-Jaizkibel-Lezo-Renteria-Altzibar-Aritxulegi-Agina-Lesaka-Endarlatsa-Behobia-Irun,,,"[-1.78901,43.339403]","[-1.808018,43.272188]",54,74,1374,0,545,,"[257, 732, 842]",
9193,Cofrentres-Cofrentres,,,"[-1.053281,39.241215]","[-0.965298,39.17556]",27,60,1916,319,1017,,"[600, 734]",
9557,Axpuru,,,"[-2.460583,42.914195]","[-2.372747,42.947497]",19,40,1160,568,1201,,[736],
10155,"Limodre, Coto do Rei, Coto de ancos, GPS",,,"[-8.187603,43.43909]","[-8.140262,43.507003]",8,37,911,2,332,,[737],
6337,Ruta en bici por Ortigueira,,,"[-7.931432,43.661109]","[-7.90009,43.730704]",31,36,1089,57,669,,"[503, 738]",
1302,Baroña-Mirador de Culou- Baroña,,,"[-9.020446,42.700842]","[-8.803896,42.802191]",21,58,927,0,510,,[740],
5588,Playa de Seselle - Viveiro por el Alto da Gañidoira y el parque eólico de Pena Ventosa,,,"[-8.222801,43.431263]","[-7.734864,43.43715]",32,103,1867,0,716,,"[539, 742, 785]",
9412,Benichembla/El Castellet sierra/Castell de Castells,,,"[-0.158522,38.750504]","[-0.196541,38.708524]",21,34,1204,447,1015,,[743],
9139,ESQUINA NORDESTE PROVINCIA DE SEGOVIA. PRADENA INICIO Y FIN.,,,"[-3.688526,41.136285]","[-3.553531,41.4493]",29,182,2480,916,1310,,[745],
4662,MdLC Ruta de Puertos y los Valles,,,"[-7.06742,43.12598]","[-6.80461,43.14465]",41,127,4089,208,1136,,"[746, 829]",
2687,Desafío Fragas do Eume,,,"[-7.853484,43.448777]","[-8.032678,43.304728]",21,112,2281,11,756,,[747],
9322,Ruta de costas por carcacia (Padron),,,"[-8.517364,42.893641]","[-8.599602,42.7478]",24,62,1134,63,449,,[748],
7959,VILLANUEVA DEL ARZOBISPO-CHARCO DE LA PRINGE-PRESA AGUACEBAS-MOGON-VILLACARRILLO-VILLANUEVA,,,"[-2.995803,38.163527]","[-2.897836,38.079183]",32,89,1964,432,1384,,"[551, 752]",
374,[85 km / 1499 mt +] Morón de la Frontera Algámitas Pruna - Puertos de La Calera y del Zamorano (2018-01-04),,,"[-5.464151,37.121351]","[-5.14222,37.032795]",58,84,1437,200,776,,[754],
5883,Puertollano/Puerto de los rehoyos,,,"[-4.108383,38.684186]","[-4.083295,38.480813]",28,77,1375,563,988,,"[289, 755]",
8634,Aldea Moret,,,"[-6.378919,39.456045]","[-6.372465,39.474008]",38,8,267,423,471,,[756],
8381,Turismo Bilbao Bicicleta,,,"[-2.94781,43.263005]","[-2.924325,43.257867]",57,13,136,1,29,,[757],
6964,Sierra de Albacete - Riópar,,,"[-2.628037,38.577801]","[-2.229676,38.496811]",39,135,4450,795,1358,,[758],
9724,Rubial SanMarcos,,,"[-8.630409,42.870157]","[-8.686015,42.823717]",13,53,2038,92,568,,[759],
9508,Godelleta-rio juanes-venta gaeta cerro-oro dos aguas-godelleta,,,"[-0.64646,39.436013]","[-0.945053,39.309345]",19,120,2218,77,763,,[760],
7571,Ubrique-Cortes-Gaucin-El Colmenar 92kms (cerretera) 16-8-15,,,"[-5.449889,36.662426]","[-5.367928,36.524302]",40,91,1853,228,836,,"[151, 171, 488, 761, 853, 909]",
9347,Pontecesures - Cadarnoxo,,,"[-8.652448,42.723446]","[-8.878824,42.697304]",23,87,5629,3,529,,[764],
8799,Rodaje al Concejo de Llanes,,,"[-4.632688,43.378207]","[-4.803171,43.413214]",35,60,729,17,147,,[766],
7040,"Sierras Calderona(Vlc), Espadán(Cs) y Gudar-Valdelinares(Te); Benimamet, Gatova, Montanejos,Mora de Rubielos,sacañet y vuelta",,,"[-0.427649,39.49936]","[-0.619487,40.164867]",59,255,3885,0,1108,,[769],
8158,Vuelta por los modúbares,,,"[-3.677355,42.362316]","[-3.631251,42.265862]",37,80,845,835,1017,,[771],
5225,Onda - Fanzara - Salto Del Caballo - Lucena del Cid - Cedraman - Zucaina - ludiente,,,"[-0.247228,39.966119]","[-0.390518,40.134447]",77,188,3315,7,972,,[773],
10246,Lodosa - Villa de Ocon,,,"[-2.07318,42.421954]","[-2.222823,42.308726]",23,60,880,327,890,,[774],
9258,Yeste-Argellite-Gontar-Yetas de abajo-Sege-embalse de la fuensanta-Yeste,,,"[-2.317775,38.369056]","[-2.349827,38.268079]",26,93,2045,577,1388,,"[95, 775]",
8502,"Gipuzkoa, Nafarroa eta Araba bat eginez Bergaratik/ Uniendo Guipuzcoa, Navarra y Alava desde Bergara",,,"[-2.40754,43.119937]","[-2.177347,42.83563]",42,165,2225,138,1010,,"[279, 322, 373, 386, 596, 731, 776]",
4688,Menasalbas - Risco de las Paradas - Navas de Estena - Retuerta del Bullaque - Puerto del Robledillo - San Pablo de los Montes,,,"[-4.286537,39.636149]","[-4.72877,39.404949]",39,87,1290,485,1243,,"[277, 777]",
3339,Gernika-Durango-Elgeta-Kanpazar--Deba-Berritxu-Milloi--Lekoiz--Gontzugarai-Nabarniz-Natxitua-Foru.,,,"[-2.679078,43.324135]","[-2.51121,43.342487]",31,209,2981,0,563,,"[290, 331, 353, 357, 379, 382, 782, 1042]",
8675,Fragas do Eume + la gran trampa,,,"[-8.176107,43.410894]","[-8.196122,43.451765]",37,83,1641,0,453,,[785],
1691,BUEN DÍA DE BICI Y SUBIDA REBATE LA ESTACION CABEZO DE LA PLATA GARUCHAL CRESTA EL GALLO,,,"[-0.685575,37.979594]","[-1.052642,37.906243]",37,144,1705,0,458,,"[787, 1103]",
3189,FONT ROJA desde Mutxamel- San Vicente,,,"[-0.473691,38.443278]","[-0.528557,38.677881]",47,110,1931,89,1050,,[788],
5149,O Bosque (Ares)-Castillo de Andrade (Costa do Cal)-San Miguel de Breamo,,,"[-8.214359,43.422371]","[-8.155897,43.384007]",36,32,688,7,315,,[789],
4374,Llodio - Altube - Urduña - Amurrio - Llodio,,,"[-2.955647,43.144408]","[-2.866349,42.96298]",34,66,578,168,722,,"[325, 326, 791]",
6299,Ruta de Las Estelas: Torrelavega - Puente Viesgo - El Portillón - Los Corrales,,,"[-4.045708,43.341285]","[-4.006097,43.203885]",43,68,1011,47,575,,[792],
9657,Limodre cabo prior,,,"[-8.185498,43.430375]","[-8.309935,43.562944]",16,92,1348,5,213,,[795],
832,Alto Tajo Paraiso Natural,,,"[-2.028126,40.642232]","[-1.95149,40.57786]",30,112,2531,1042,1590,,[797],
8429,"Alcossébre,albocaser.",,,"[0.275112,40.24305]","[-0.036935,40.291938]",47,103,3277,35,836,,[798],
10311,Riopar: Arenal - Bellotar - Onsares - Siles - Arenal.,,,"[-2.349684,38.484295]","[-2.634207,38.466619]",29,105,1757,562,1148,,"[758, 799]",
10325,Alto de Rigadas,,,"[-2.944642,43.25777]","[-3.143677,43.186154]",8,59,803,14,415,,[801],
1481,Benimarfull - Torremanzanas - Relleu - Puerto de Sella - Benimarfull,,,"[-0.389552,38.777073]","[-0.315988,38.590263]",49,90,3208,453,1094,,"[534, 802, 956]",
1029,Aretxabalgane-Zaratamo-Sarasola-Muniketagane-Maume,,,"[-2.679098,43.324165]","[-2.885213,43.20562]",26,146,1663,5,440,,"[338, 353, 414, 804, 1042]",
1572,Bibao-Bilbao por el Vivero,,,"[-2.93994,43.26834]","[-2.871733,43.297225]",35,121,1564,29,464,,"[172, 338, 606, 671, 805]",
5674,Port del Comte-Coll de la Mina-Capolat,,,"[1.740061,42.055669]","[1.560089,42.151492]",52,116,2197,454,1604,,"[66, 808]",
9522,Chiclana,,,"[-3.355079,38.032086]","[-3.04874,38.298899]",19,135,4615,469,963,,[810],
3306,GASTEIZ.-ARRASATE-BEDOÑA-UDALA-UNTZILLA-LEINTZ GETZAGA-GASTEIZ,,,"[-2.695576,42.848235]","[-2.516646,43.076281]",30,98,1418,212,627,,"[279, 373, 638, 811, 883, 961]",
7659,Usurbil - Zumaia - Aizarnazabal - Zumaia - Zarautz - Aia - Andazarrate - Billabona - Usurbil.,,,"[-2.052377,43.271904]","[-2.196327,43.298583]",47,95,1146,38,495,,"[812, 911]",
10352,Pitarque-Alto de Majalinos-Aliaga-Pitarque,,,"[-0.592215,40.648623]","[-0.614331,40.757745]",18,73,2056,829,1599,,"[94, 814]",
3593,Hecho - Ansó - Zuriza – Refugio de Linza - Isaba - Roncal - Ansó - Hecho - Garganta del infierno – Hecho,,,"[-0.75166,42.73684]","[-0.88101,42.77253]",38,119,2347,685,1340,,"[275, 815]",
3407,Goizueta y Arano desde Astigarraga,,,"[-1.951784,43.279867]","[-1.858464,43.203388]",47,61,815,24,462,,[816],
10357,Oñati - Udana - Camino Real - Gabiria - Ezkio - Udana - Oñati,,,"[-2.412615,43.033011]","[-2.284582,43.06992]",13,51,954,212,503,,"[386, 397, 817, 1065]",
6313,RUTA DE LOS MIRADORES: DÉNIA - XALÓ - MORAIRA - CAP DE LA NAO - DENIA (CYCLING SPAIN),,,"[0.104167,38.844256]","[0.137554,38.708668]",43,87,1259,0,306,,[818],
10362,Villamediana-Luezas,,,"[-2.42256,42.424056]","[-2.459709,42.284463]",11,62,1250,466,1192,,[819],
4163,La Quesera-Ermita de Hontanares-La Pinilla. Ego Cogito ergo summit,,,"[-3.472834,41.205079]","[-3.44958,41.247895]",44,52,1328,1134,1751,,"[117, 118, 498, 820]",
7076,Solórzano Junta de Voto (Alto Campo la Cruz- Campo Layal (Bien Aperecida)- Esquilo -Fuente las Varas),,,"[-3.58763,43.382095]","[-3.458794,43.32365]",44,57,1219,45,502,,"[299, 821, 859]",
1732,Buscando pendientes por Collserola: Sant Cugat -Tibidabo- Rierada-Vallvidrera-Sant Cugat,,,"[2.084341,41.479085]","[2.0716,41.419265]",50,56,1273,94,499,,"[315, 323, 822]",
1360,BEASAIN-Barbari-Mandubia-Larraitz-BEASAIN,,,"[-2.208392,43.047867]","[-2.232726,43.113285]",32,122,2256,36,553,,"[397, 724, 823, 856, 917, 1065, 1090]",
9618,Ivallondo-jaka-soyue-ivallondo,,,"[-2.802718,43.341584]","[-2.798545,43.350238]",17,37,2391,20,697,,"[589, 825, 835]",
3747,"Illora, loja, Venta del Rayo, Ventas de Zafarraya, Alhama, Cacín, Ventas de Huelma - 18-04-2015",,,"[-3.604445,37.161066]","[-4.203037,37.000771]",86,180,1794,457,1150,,"[826, 970]",
6296,Ruta de La Fala y El Estraperlo.,,,"[-6.798175,40.21239]","[-6.832935,40.28247]",31,72,1513,419,1079,,"[674, 827]",
